Date,Open,High,Low,Close,Volume,Dividend
2011-11-10,152.1,153.47,148.31,151.22,1201400,0
2011-11-11,153.19,156.67,150.85,155.5,1006700,0
2011-11-14,154.8,157.57,154.26,156.11,850100,0
2011-11-15,155.86,157.06,153.82,155.41,888800,0
2011-11-16,153.58,154.94,151.55,152.0,935300,0
2011-11-17,151.9,152.59,146.84,148.22,1490500,0
2011-11-18,149.66,149.72,145.38,146.22,1061800,0
2011-11-21,143.3,144.01,140.9,143.04,1315500,0
2011-11-22,142.4,143.68,140.99,142.18,772600,0
2011-11-23,140.09,142.91,138.08,141.79,985000,0
2011-11-25,141.27,142.05,138.8,138.8,561000,0
2011-11-28,143.32,146.75,143.32,145.34,972900,0
2011-11-29,143.49,143.57,139.75,140.66,1736300,0
2011-11-30,146.19,146.85,139.88,141.86,1602100,0
2011-12-01,140.89,143.99,139.83,143.32,1591000,0
2011-12-02,145.09,148.08,144.36,144.71,770900,0
2011-12-05,147.3,151.6,146.5,150.15,1650100,0
2011-12-06,150.62,152.0,149.52,150.63,1100200,0
2011-12-07,150.67,151.51,148.19,149.35,924300,0
2011-12-08,148.55,150.0,145.65,146.34,807900,0
2011-12-09,146.29,147.99,143.58,147.18,797000,0
2011-12-12,145.3,146.1,143.47,145.2,785400,0
2011-12-13,145.82,146.54,139.47,141.01,685300,0
2011-12-14,140.25,140.64,137.11,138.88,1191700,0
2011-12-15,140.0,140.92,137.57,140.11,761600,0
2011-12-16,141.31,141.94,138.26,139.13,916400,0
2011-12-19,139.66,140.49,135.72,135.98,800600,0
2011-12-20,138.12,138.5,136.46,137.3,875500,0
2011-12-21,136.76,137.38,135.8,136.62,722300,0
2011-12-22,136.92,137.31,135.35,135.97,464200,0
2011-12-23,136.6,139.35,136.07,139.3,551200,0
2011-12-27,138.83,141.84,137.66,140.64,354500,0
2011-12-28,140.27,141.05,138.5,138.72,466000,0
2011-12-29,138.82,139.46,137.58,138.4,564100,0
2011-12-30,138.38,139.25,137.71,138.08,470500,0
2012-01-03,140.84,141.72,136.92,137.12,751500,0
2012-01-04,137.04,144.21,137.04,142.88,1027400,0
2012-01-05,141.31,142.55,138.0,142.16,1059100,0
2012-01-06,141.7,141.8,139.79,140.7,578700,0
2012-01-09,145.55,147.5,144.26,146.36,1539000,0
2012-01-10,145.73,147.69,141.82,147.32,1594000,0
2012-01-11,144.08,145.44,143.09,144.54,999600,0
2012-01-12,143.7,144.64,141.29,144.44,860200,0
2012-01-13,143.47,145.24,143.22,143.67,503000,0
2012-01-17,144.98,145.65,141.59,142.19,914600,0
2012-01-18,142.55,146.03,140.7,145.71,922100,0
2012-01-19,146.11,147.1,144.81,146.67,1310500,0
2012-01-20,147.16,147.82,146.07,146.94,710800,0
2012-01-23,145.91,147.9,143.04,145.97,770700,0
2012-01-24,145.76,151.99,145.76,150.73,1439000,0
2012-01-25,149.8,152.47,148.69,151.73,644800,0
2012-01-26,151.73,152.94,149.13,150.28,609300,0
2012-01-27,149.8,152.38,148.74,151.52,572700,0
2012-01-30,150.5,151.39,149.09,151.0,724800,0
2012-01-31,151.91,153.12,151.16,152.0,905600,0
2012-02-01,152.86,154.66,152.25,153.91,1269800,0
2012-02-02,153.17,156.0,152.45,153.0,667700,0
2012-02-03,154.72,156.87,154.0,155.97,797500,0
2012-02-06,155.58,157.81,154.48,157.41,881200,0
2012-02-07,157.0,158.0,154.51,157.07,1257900,0
2012-02-08,170.71,178.47,170.02,171.49,5736700,0
2012-02-09,171.6,175.98,168.2,172.54,2000900,0
2012-02-10,169.95,174.1,169.95,172.6,1274700,0
2012-02-13,173.05,174.49,171.26,172.37,853500,0
2012-02-14,171.27,174.87,171.0,174.78,891500,0
2012-02-15,175.0,176.0,172.36,172.62,1022500,0
2012-02-16,173.99,176.47,173.05,174.43,881400,0
2012-02-17,174.99,176.73,173.96,174.47,643300,0
2012-02-21,174.56,174.97,170.92,172.58,620500,0
2012-02-22,172.09,172.9,171.29,171.51,896300,0
2012-02-23,171.71,173.85,171.52,173.24,688900,0
2012-02-24,173.48,173.71,172.34,173.32,567100,0
2012-02-27,171.86,176.25,171.25,174.46,633500,0
2012-02-28,174.34,175.14,172.95,174.7,419100,0
2012-02-29,175.28,176.1,173.5,173.73,643400,0
2012-03-01,174.87,178.31,174.77,177.91,706000,0
2012-03-02,177.5,178.19,175.98,176.61,521900,0
2012-03-05,176.2,177.95,175.11,176.78,543000,0
2012-03-06,174.39,174.39,169.59,170.51,1362600,0
2012-03-07,172.48,172.74,170.68,171.34,797700,0
2012-03-08,172.84,174.7,172.15,173.78,662500,0
2012-03-09,174.17,177.38,173.67,176.39,527800,0
2012-03-12,176.95,178.93,176.19,177.64,516500,0
2012-03-13,178.89,180.17,176.36,179.87,622000,0
2012-03-14,181.38,182.48,177.78,178.53,730200,0
2012-03-15,177.74,178.71,176.31,178.05,622100,0
2012-03-16,178.05,178.5,176.56,177.75,744800,0
2012-03-19,177.77,177.99,174.9,176.6,572800,0
2012-03-20,177.69,179.04,175.04,176.99,764600,0
2012-03-21,176.99,177.95,175.84,176.58,500500,0
2012-03-22,174.48,176.73,174.34,175.5,600900,0
2012-03-23,175.98,175.98,171.26,174.16,511600,0
2012-03-26,176.4,177.54,173.57,177.14,503900,0
2012-03-27,177.11,177.26,175.56,176.13,436800,0
2012-03-28,175.85,176.33,171.81,174.8,531000,0
2012-03-29,174.14,175.1,172.6,174.75,481600,0
2012-03-30,175.05,176.35,173.5,174.33,647100,0
2012-04-02,174.44,176.73,173.87,175.29,470400,0
2012-04-03,174.94,177.3,174.1,175.59,713500,0
2012-04-04,174.0,175.0,172.4,174.0,487300,0
2012-04-05,173.91,179.0,173.91,178.06,763100,0
2012-04-09,174.38,177.17,173.43,176.45,718800,0
2012-04-10,176.06,176.06,169.67,169.8,882500,0
2012-04-11,171.57,173.91,170.51,170.85,607100,0
2012-04-12,170.88,173.16,170.11,171.8,656600,0
2012-04-13,171.35,173.28,170.6,172.51,482400,0
2012-04-16,172.79,174.23,169.28,170.7,784400,0
2012-04-17,170.95,173.37,170.95,172.84,555300,0
2012-04-18,172.46,174.05,171.57,173.3,451300,0
2012-04-19,173.43,173.64,169.29,169.35,794600,0
2012-04-20,169.73,172.02,169.09,171.27,607300,0
2012-04-23,169.02,169.37,166.36,168.01,602100,0
2012-04-24,168.29,168.65,162.42,164.2,1094000,0
2012-04-25,165.73,167.7,164.46,167.52,729300,0
2012-04-26,167.5,171.47,166.4,171.12,550500,0
2012-04-27,171.48,174.69,170.43,173.2,840500,0
2012-04-30,172.75,173.0,170.96,172.27,424800,0
2012-05-01,172.39,174.85,171.51,172.27,506000,0
2012-05-02,171.55,177.3,171.32,177.0,514100,0
2012-05-03,176.7,177.76,174.02,174.45,571400,0
2012-05-04,171.24,173.17,167.81,168.54,717500,0
2012-05-07,167.74,170.79,167.36,168.71,556600,0
2012-05-08,163.99,163.99,154.25,163.38,2713500,0
2012-05-09,161.0,162.44,158.53,160.94,725200,0
2012-05-10,161.54,162.29,158.18,158.47,876800,0
2012-05-11,157.49,161.81,157.18,160.57,660500,0
2012-05-14,158.71,159.89,156.61,157.57,606400,0
2012-05-15,157.82,158.14,151.35,151.53,1812800,0
2012-05-16,151.83,152.6,146.36,149.96,2346400,0
2012-05-17,149.97,150.31,144.12,144.3,1756200,0
2012-05-18,145.51,146.29,141.12,141.51,1372200,0
2012-05-21,142.06,146.61,141.85,146.3,2585500,0
2012-05-22,154.71,161.3,147.86,150.27,4650700,0
2012-05-23,147.5,151.36,144.54,149.89,2587600,0
2012-05-24,152.0,152.5,146.81,148.68,1335200,0
2012-05-25,148.74,150.49,148.63,149.84,801400,0
2012-05-29,151.46,152.31,150.03,152.03,1246100,0
2012-05-30,150.35,150.83,147.9,148.69,1270500,0
2012-05-31,148.5,149.51,146.28,148.8,1103500,0
2012-06-01,145.68,145.7,140.45,141.63,1364900,0
2012-06-04,141.75,143.26,140.24,142.86,999200,0
2012-06-05,142.21,143.52,140.75,143.19,834500,0
2012-06-06,144.67,145.9,143.69,145.22,659200,0
2012-06-07,146.36,146.83,142.92,144.27,728300,0
2012-06-08,143.53,145.31,141.62,145.05,929200,0
2012-06-11,146.44,146.44,140.74,140.97,451400,0
2012-06-12,141.92,142.69,138.72,142.66,899100,0
2012-06-13,141.61,142.41,139.27,139.83,996900,0
2012-06-14,140.4,143.26,139.82,142.72,1968200,0
2012-06-15,143.0,146.19,141.99,145.98,1225600,0
2012-06-18,145.7,145.97,143.5,145.17,815800,0
2012-06-19,145.48,148.85,145.48,147.39,880100,0
2012-06-20,147.12,148.08,145.76,147.65,1029400,0
2012-06-21,147.93,149.45,142.82,143.3,1364400,0
2012-06-22,144.35,144.46,142.09,142.81,643600,0
2012-06-25,141.0,142.41,140.0,140.89,1018400,0
2012-06-26,140.71,141.83,137.91,141.0,973100,0
2012-06-27,141.06,141.06,136.83,138.0,1275900,0
2012-06-28,136.58,137.14,134.48,136.6,2221100,0
2012-06-29,138.85,140.38,135.89,140.06,2028600,0
2012-07-02,140.16,140.62,138.81,140.48,1452000,0
2012-07-03,140.55,144.61,140.02,144.57,808000,0
2012-07-05,143.9,149.53,143.9,147.59,1661600,0
2012-07-06,146.0,147.99,143.0,144.42,929800,0
2012-07-09,144.37,145.75,141.38,142.41,716100,0
2012-07-10,143.67,146.18,142.71,143.7,901900,0
2012-07-11,142.7,142.71,136.91,138.78,1705900,0
2012-07-12,137.14,137.86,134.29,136.87,1148000,0
2012-07-13,137.47,141.71,137.47,141.0,779200,0
2012-07-16,140.11,143.1,138.85,142.0,1064100,0
2012-07-17,142.77,143.98,141.55,142.02,1052000,0
2012-07-18,140.35,145.75,139.02,144.48,1571100,0
2012-07-19,145.18,154.14,145.18,152.26,1661100,0
2012-07-20,150.0,150.74,147.54,149.08,1085600,0
2012-07-23,146.69,148.09,144.14,147.26,516100,0
2012-07-24,147.72,148.45,144.18,145.07,923400,0
2012-07-25,144.0,145.37,139.67,143.08,2266500,0
2012-07-26,146.45,148.4,143.63,147.54,1152200,0
2012-07-27,148.41,149.71,147.25,148.15,1199600,0
2012-07-30,148.39,149.45,146.22,147.11,862800,0
2012-07-31,143.82,145.62,142.33,144.34,1609900,0
2012-08-01,145.56,145.56,141.82,142.33,980900,0
2012-08-02,141.23,142.15,136.59,140.12,1588200,0
2012-08-03,143.04,145.78,142.5,145.67,719300,0
2012-08-06,146.1,150.62,146.1,150.06,1193000,0
2012-08-07,154.0,156.68,153.02,153.03,1552900,0
2012-08-08,145.0,152.8,142.39,151.35,3143100,0
2012-08-09,148.45,150.6,148.27,148.43,983600,0
2012-08-10,147.17,150.52,147.17,150.16,813300,0
2012-08-13,150.12,153.31,149.76,153.01,863200,0
2012-08-14,154.12,154.86,151.7,152.22,828200,0
2012-08-15,152.06,153.95,151.69,152.51,546200,0
2012-08-16,152.9,153.53,151.49,152.4,814100,0
2012-08-17,153.71,160.5,153.48,159.79,1737900,0
2012-08-20,159.52,159.52,156.21,157.16,941300,0
2012-08-21,157.2,158.9,155.69,156.39,898600,0
2012-08-22,156.18,158.64,156.18,158.03,1172600,0
2012-08-23,156.76,157.27,155.54,156.48,964700,0
2012-08-24,156.3,160.76,155.95,159.58,1240500,0
2012-08-27,159.8,160.04,158.16,158.6,1003000,0
2012-08-28,158.67,160.38,157.57,159.06,1074500,0
2012-08-29,159.68,160.71,158.48,159.34,677300,0
2012-08-30,158.15,159.99,157.8,157.84,536900,0
2012-08-31,158.7,159.62,156.0,158.65,439900,0
2012-09-04,158.55,158.55,155.96,157.02,593000,0
2012-09-05,157.4,157.46,154.42,154.8,732200,0
2012-09-06,156.21,158.92,154.64,158.85,647800,0
2012-09-07,159.0,162.03,157.95,161.08,1358500,0
2012-09-10,161.0,161.98,159.79,160.31,960500,0
2012-09-11,153.61,156.5,151.32,156.22,2566400,0
2012-09-12,156.45,158.67,156.45,158.59,1064800,0
2012-09-13,158.68,160.66,156.5,160.21,1127700,0
2012-09-14,161.26,164.28,159.89,162.91,1212100,0
2012-09-17,162.92,163.25,161.02,162.85,552700,0
2012-09-18,162.62,162.62,158.41,158.99,631600,0
2012-09-19,159.02,159.9,158.05,159.04,548200,0
2012-09-20,153.89,158.27,153.12,155.47,673000,0
2012-09-21,160.71,160.71,155.02,155.85,885800,0
2012-09-24,155.25,155.28,153.33,153.66,442200,0
2012-09-25,153.93,155.0,151.39,151.49,643900,0
2012-09-26,151.22,152.34,148.51,150.91,606400,0
2012-09-27,151.86,153.43,149.75,151.97,810400,0
2012-09-28,150.77,152.28,148.06,151.23,1114800,0
2012-10-01,151.6,154.15,150.79,151.76,695500,0
2012-10-02,151.96,155.34,151.76,153.83,923600,0
2012-10-03,154.7,156.0,153.64,154.55,726400,0
2012-10-04,154.53,158.85,153.97,158.02,1025400,0
2012-10-05,159.0,160.25,157.14,157.57,734500,0
2012-10-08,156.83,158.61,155.82,156.3,406800,0
2012-10-09,155.98,157.92,154.19,154.22,451400,0
2012-10-10,157.43,159.65,155.4,155.98,694500,0
2012-10-11,158.74,159.33,155.2,155.54,956100,0
2012-10-12,155.81,157.06,154.31,154.85,871400,0
2012-10-15,156.06,159.88,155.65,159.81,686900,0
2012-10-16,160.0,164.01,159.71,163.84,695800,0
2012-10-17,164.55,164.99,162.49,163.02,711500,0
2012-10-18,162.88,165.41,162.05,164.2,614200,0
2012-10-19,164.2,164.99,161.37,161.93,618200,0
2012-10-22,159.29,159.93,156.55,159.0,678300,0
2012-10-23,158.04,158.04,154.14,155.24,927200,0
2012-10-24,156.84,156.95,152.49,154.52,805000,0
2012-10-25,155.6,156.32,152.56,153.75,854100,0
2012-10-26,153.75,154.96,150.66,152.52,824600,0
2012-10-31,155.0,157.1,152.51,153.69,1215700,0
2012-11-01,155.0,159.46,153.19,159.04,1099900,0
2012-11-02,163.24,164.77,159.68,160.75,1511200,0
2012-11-05,159.61,161.66,158.94,161.23,519400,0
2012-11-06,160.79,161.56,159.37,160.44,578900,0
2012-11-07,158.95,158.95,154.63,155.91,788700,0
2012-11-08,155.87,155.87,150.27,150.3,789400,0
2012-11-09,151.67,153.18,149.03,151.27,800300,0
2012-11-12,151.64,152.7,150.72,151.89,439400,0
2012-11-13,148.18,153.89,148.18,152.51,681700,0
2012-11-14,153.5,153.79,148.75,149.13,842100,0
2012-11-15,149.56,151.22,148.62,149.85,714800,0
2012-11-16,148.61,151.83,148.61,151.38,800100,0
2012-11-19,154.0,156.55,153.55,156.54,875300,0
2012-11-20,156.13,156.62,155.09,156.51,434000,0
2012-11-21,156.47,157.76,154.76,156.5,445200,0
2012-11-23,158.03,159.97,157.41,159.9,292700,0
2012-11-26,159.29,159.95,157.28,158.97,584700,0
2012-11-27,158.27,160.31,157.59,159.12,786500,0
2012-11-28,159.05,163.62,158.84,162.55,943100,0
2012-11-29,162.5,162.5,159.14,160.4,958100,0
2012-11-30,160.46,160.49,156.79,157.09,924200,0
2012-12-03,158.18,159.46,157.39,157.46,409200,0
2012-12-04,157.96,158.14,153.27,154.51,606900,0
2012-12-05,154.96,155.4,151.26,152.74,511200,0
2012-12-06,152.25,154.05,151.23,153.76,635800,0
2012-12-07,154.23,155.8,153.15,155.35,865200,0
2012-12-10,155.49,155.91,151.43,151.98,787600,0
2012-12-11,152.61,154.22,150.65,154.16,726700,0
2012-12-12,154.46,154.9,150.24,150.5,885300,0
2012-12-13,150.73,152.03,148.49,148.77,569800,0
2012-12-14,149.3,151.15,149.3,150.09,797200,0
2012-12-17,150.42,153.62,148.96,153.6,1045100,0
2012-12-18,153.36,154.63,152.22,152.58,861800,0
2012-12-19,152.86,154.65,151.59,153.3,809600,0
2012-12-20,153.19,153.19,149.04,151.36,724500,0
2012-12-21,149.76,151.56,147.53,151.26,973300,0
2012-12-24,153.74,153.74,150.1,151.08,252000,0
2012-12-26,151.46,151.46,144.14,146.03,1158000,0
2012-12-27,145.74,149.09,145.64,148.34,1063900,0
2012-12-28,148.72,149.48,146.4,147.01,678300,0
2012-12-31,146.58,150.13,146.58,149.92,516600,0
2013-01-02,152.75,152.79,149.25,152.1,1483700,0
2013-01-03,152.75,158.68,152.75,157.21,1618700,0
2013-01-04,157.1,159.61,156.47,159.39,1102700,0
2013-01-07,159.76,162.84,159.56,161.52,1447900,0
2013-01-08,161.56,163.6,161.05,162.25,965000,0
2013-01-09,163.86,165.7,161.86,165.58,1262700,0
2013-01-10,163.74,167.99,163.18,167.48,1140900,0
2013-01-11,167.34,167.85,165.0,165.93,1140000,0
2013-01-14,166.02,167.49,165.62,166.34,631200,0
2013-01-15,165.85,167.74,165.46,166.95,743300,0
2013-01-16,166.1,166.91,165.81,166.75,760200,0
2013-01-17,167.07,168.55,165.02,168.06,771000,0
2013-01-18,168.21,168.79,166.57,167.7,635600,0
2013-01-22,168.11,168.11,163.45,165.32,1007700,0
2013-01-23,161.96,164.48,160.91,164.19,1494100,0
2013-01-24,164.56,165.89,163.79,165.38,738200,0
2013-01-25,164.84,170.32,164.84,170.08,952900,0
2013-01-28,169.98,170.13,168.02,168.83,566600,0
2013-01-29,168.5,168.71,166.71,167.95,603300,0
2013-01-30,167.8,168.1,166.42,167.42,987700,0
2013-01-31,165.4,166.94,163.76,166.48,1413600,0
2013-02-01,165.79,167.2,161.06,161.54,2181600,0
2013-02-04,161.6,164.46,160.71,162.38,1039400,0
2013-02-05,162.86,165.15,162.86,164.91,1487700,0
2013-02-06,175.01,179.9,173.99,174.63,3722100,0
2013-02-07,174.14,178.1,173.16,178.06,1681000,0
2013-02-08,176.74,179.11,176.66,177.56,1457000,0
2013-02-11,177.5,178.45,176.2,177.01,893000,0
2013-02-12,177.36,178.34,176.53,176.79,522200,0
2013-02-13,176.99,177.76,175.32,175.63,557800,0
2013-02-14,175.32,175.41,173.23,174.86,835300,0
2013-02-15,175.82,177.44,175.12,176.07,903900,0
2013-02-19,176.29,177.62,175.56,177.04,633600,0
2013-02-20,176.07,176.98,173.27,173.51,618700,0
2013-02-21,172.49,173.06,170.11,170.62,567100,0
2013-02-22,170.88,172.18,170.36,171.12,614100,0
2013-02-25,171.96,173.78,168.87,168.88,617200,0
2013-02-26,170.08,172.64,168.47,170.12,585200,0
2013-02-27,170.53,173.77,170.38,173.31,483100,0
2013-02-28,173.09,174.79,172.11,173.47,503100,0
2013-03-01,172.55,174.65,171.63,174.17,685200,0
2013-03-04,173.23,174.81,172.76,174.4,670000,0
2013-03-05,175.0,177.21,174.51,177.09,630300,0
2013-03-06,176.43,178.38,176.43,177.42,606400,0
2013-03-07,177.81,178.69,176.78,177.18,603000,0
2013-03-08,178.0,178.0,176.27,177.46,319600,0
2013-03-11,176.87,177.44,176.29,176.5,451700,0
2013-03-12,175.85,176.58,174.35,174.41,426900,0
2013-03-13,175.07,175.57,172.65,173.03,879100,0
2013-03-14,173.66,174.22,172.61,173.16,671700,0
2013-03-15,172.32,174.29,171.19,171.3,625100,0
2013-03-18,169.67,171.28,168.87,169.22,700600,0
2013-03-19,169.66,170.26,165.77,167.2,772500,0
2013-03-20,168.55,171.11,167.28,170.51,883200,0
2013-03-21,169.15,170.71,168.23,168.59,644200,0
2013-03-22,169.72,170.49,167.64,168.41,706200,0
2013-03-25,168.86,169.33,165.9,167.44,751900,0
2013-03-26,167.42,167.9,165.87,167.57,538100,0
2013-03-27,166.97,170.03,165.91,169.71,725700,0
2013-03-28,169.27,169.6,167.91,169.31,558800,0
2013-04-01,169.12,169.6,166.29,166.75,748400,0
2013-04-02,167.02,169.02,166.9,167.93,559700,0
2013-04-03,168.38,170.47,167.35,168.73,676100,0
2013-04-04,168.7,169.64,168.31,169.62,313100,0
2013-04-05,166.89,169.2,165.33,168.73,481700,0
2013-04-08,168.52,169.87,167.5,169.6,293400,0
2013-04-09,169.65,170.82,168.82,170.08,264600,0
2013-04-10,170.68,173.15,170.23,172.6,280000,0
2013-04-11,172.99,175.94,172.51,174.99,426300,0
2013-04-12,174.22,174.69,172.33,174.02,350500,0
2013-04-15,173.26,174.91,170.76,170.85,602300,0
2013-04-16,172.0,172.3,169.21,171.28,391900,0
2013-04-17,169.81,169.91,167.34,168.57,514100,0
2013-04-18,168.95,169.05,166.34,167.35,381400,0
2013-04-19,168.24,169.96,167.97,169.14,446100,0
2013-04-22,169.01,169.46,165.38,165.93,779600,0
2013-04-23,167.51,171.12,167.51,170.75,865000,0
2013-04-24,171.07,171.95,169.86,171.44,494000,0
2013-04-25,171.88,176.08,171.88,175.38,501400,0
2013-04-26,174.97,175.71,173.85,175.6,349600,0
2013-04-29,175.72,177.34,174.57,177.0,589100,0
2013-04-30,176.92,181.83,176.5,181.58,1117800,0
2013-05-01,181.31,181.42,178.17,178.57,605300,0
2013-05-02,179.17,179.75,176.64,177.54,544100,0
2013-05-03,178.73,180.85,178.73,179.26,320300,0
2013-05-06,179.29,181.8,178.6,180.92,474300,0
2013-05-07,181.3,185.09,181.3,185.01,613200,0
2013-05-08,184.96,185.5,184.09,185.37,268300,0
2013-05-09,184.97,186.63,183.31,183.62,612700,0
2013-05-10,184.0,185.1,183.44,185.0,274500,0
2013-05-13,184.59,185.38,183.67,183.79,256500,0
2013-05-14,184.29,186.77,183.64,186.55,652800,0
2013-05-15,186.3,187.44,185.07,186.71,470400,0
2013-05-16,186.5,187.09,183.33,184.8,758200,0
2013-05-17,185.1,187.88,185.02,187.01,413000,0
2013-05-20,186.89,187.5,186.19,186.68,742100,0
2013-05-21,187.01,190.0,186.51,189.56,579800,0
2013-05-22,189.28,192.03,187.91,188.06,1122500,0
2013-05-23,179.99,184.49,177.81,183.69,1439400,0
2013-05-24,182.64,183.2,180.1,180.97,1038600,0
2013-05-28,182.75,183.29,178.37,178.47,1091800,0
2013-05-29,178.39,179.68,176.71,177.33,811100,0
2013-05-30,177.52,178.51,175.26,175.57,961200,0
2013-05-31,175.39,177.92,174.84,175.09,847700,0
2013-06-03,175.24,175.89,172.45,175.65,773800,0
2013-06-04,175.36,178.39,174.72,176.32,695100,0
2013-06-05,175.15,175.97,173.6,173.74,331600,0
2013-06-06,173.14,174.94,172.56,174.59,394600,0
2013-06-07,175.09,177.0,174.89,175.94,495900,0
2013-06-10,176.1,176.43,175.19,175.8,649800,0
2013-06-11,173.55,175.3,172.67,173.78,439300,0
2013-06-12,175.21,175.21,172.22,172.46,254800,0
2013-06-13,173.26,174.94,172.75,174.43,569100,0
2013-06-14,173.21,174.84,172.91,173.15,367100,0
2013-06-17,174.46,177.38,174.46,176.1,608700,0
2013-06-18,175.98,178.96,175.33,178.9,438500,0
2013-06-19,178.66,179.96,177.52,177.81,589200,0
2013-06-20,176.44,176.61,169.73,170.33,757700,0
2013-06-21,171.57,172.0,167.46,169.09,811400,0
2013-06-24,169.09,170.3,165.73,168.58,657900,0
2013-06-25,170.44,171.81,169.49,170.26,608000,0
2013-06-26,172.7,174.61,170.05,170.37,677900,0
2013-06-27,171.73,174.19,171.06,173.65,490500,0
2013-06-28,173.06,175.21,171.04,173.74,647700,0
2013-07-01,174.18,176.0,173.67,173.94,522400,0
2013-07-02,173.93,174.75,171.9,172.67,495900,0
2013-07-03,170.89,173.48,170.89,172.79,160500,0
2013-07-05,173.85,174.88,172.32,174.03,1220500,0
2013-07-08,174.99,176.12,174.28,175.96,1203300,0
2013-07-09,173.91,178.2,173.91,177.63,575100,0
2013-07-10,177.75,180.15,177.75,180.02,627600,0
2013-07-11,181.95,183.44,181.43,183.24,668800,0
2013-07-12,183.0,183.55,181.99,182.4,303500,0
2013-07-15,182.37,182.78,181.09,181.75,324200,0
2013-07-16,181.57,182.27,179.4,180.16,444800,0
2013-07-17,180.52,181.35,178.26,178.53,404300,0
2013-07-18,178.53,180.0,178.22,179.98,1125300,0
2013-07-19,179.88,179.88,178.24,179.22,595400,0
2013-07-22,179.95,181.67,179.59,180.49,1008700,0
2013-07-23,180.91,181.81,180.0,180.14,532400,0
2013-07-24,180.54,181.14,179.02,179.13,382000,0
2013-07-25,179.13,181.15,178.98,179.26,783000,0
2013-07-26,178.0,181.1,177.51,180.98,499700,0
2013-07-29,180.67,180.91,179.81,180.29,189700,0
2013-07-30,180.43,182.06,180.04,181.64,460100,0
2013-07-31,182.46,183.13,180.98,182.06,609800,0
2013-08-01,183.85,187.6,182.86,186.99,629300,0
2013-08-02,186.69,188.64,185.02,188.03,503200,0
2013-08-05,187.25,189.28,187.25,188.3,575100,0
2013-08-06,187.36,189.8,186.01,189.51,881400,0
2013-08-07,177.06,180.76,172.01,173.13,3092900,0
2013-08-08,174.16,179.2,173.11,177.7,1546300,0
2013-08-09,177.51,179.21,177.04,178.95,683100,0
2013-08-12,175.0,178.42,174.7,178.08,560900,0
2013-08-13,177.7,179.06,177.42,178.53,481500,0
2013-08-14,178.54,178.8,176.01,176.76,523500,0
2013-08-15,174.99,175.55,173.57,174.44,678800,0
2013-08-16,173.54,174.65,172.01,172.08,885500,0
2013-08-19,172.06,173.0,170.17,170.23,834600,0
2013-08-20,171.05,173.62,170.76,171.97,464500,0
2013-08-21,171.78,173.0,171.06,171.86,412700,0
2013-08-22,172.24,173.43,171.6,172.36,390800,0
2013-08-23,172.66,172.73,170.74,171.65,386200,0
2013-08-26,171.57,172.41,170.11,170.21,247200,0
2013-08-27,167.53,169.99,165.68,165.78,613900,0
2013-08-28,165.81,167.02,165.35,165.55,651600,0
2013-08-29,165.55,167.11,165.5,166.14,398800,0
2013-08-30,166.64,166.84,165.0,165.41,313400,0
2013-09-03,167.99,168.49,165.68,167.12,753800,0
2013-09-04,167.25,168.0,166.58,166.67,1012200,0
2013-09-05,166.04,167.49,165.46,166.0,680700,0
2013-09-06,166.43,166.78,163.31,165.18,1293300,0
2013-09-09,165.48,166.27,165.13,165.74,1804800,0
2013-09-10,166.29,166.3,162.53,163.04,2242900,0
2013-09-11,164.13,164.6,163.0,163.9,1476400,0
2013-09-12,163.63,164.16,162.22,163.06,1233300,0
2013-09-13,163.18,166.83,163.11,166.35,869400,0
2013-09-16,168.73,169.41,166.92,167.21,779700,0
2013-09-17,168.03,168.03,166.36,166.68,410900,0
2013-09-18,167.1,169.3,165.74,168.12,831800,0
2013-09-19,168.1,169.35,167.91,168.31,725700,0
2013-09-20,168.17,168.65,167.04,167.33,936600,0
2013-09-23,166.79,167.4,163.86,165.0,771200,0
2013-09-24,165.27,166.53,164.06,165.18,772400,0
2013-09-25,164.56,165.76,161.98,163.0,782700,0
2013-09-26,164.07,166.04,163.66,165.53,734100,0
2013-09-27,165.03,166.31,164.33,165.63,800200,0
2013-09-30,163.59,165.65,162.56,164.73,684500,0
2013-10-01,165.64,166.32,164.04,164.93,557600,0
2013-10-02,164.34,164.41,161.9,164.01,908500,0
2013-10-03,164.15,166.23,163.25,164.48,851300,0
2013-10-04,164.47,167.57,163.76,166.69,547700,0
2013-10-07,165.45,166.6,164.25,164.35,634400,0
2013-10-08,164.56,165.01,160.55,161.1,794800,0
2013-10-09,159.82,164.1,159.35,162.4,1071100,0
2013-10-10,165.38,165.38,163.4,163.64,717200,0
2013-10-11,163.65,164.1,161.26,161.34,750000,0
2013-10-14,160.94,162.41,160.31,161.1,654900,0
2013-10-15,160.95,161.66,158.31,158.73,1922600,0
2013-10-16,159.18,159.75,157.57,158.68,1418900,0
2013-10-17,158.47,162.0,157.01,161.68,1353600,0
2013-10-18,162.01,163.94,161.8,163.9,637400,0
2013-10-21,164.26,164.86,163.1,163.61,398500,0
2013-10-22,164.2,167.11,163.61,166.53,915500,0
2013-10-23,166.08,166.44,163.21,164.21,541100,0
2013-10-24,164.16,165.14,163.97,164.7,418600,0
2013-10-25,165.0,165.6,163.98,164.54,457900,0
2013-10-28,164.44,165.22,163.07,165.05,533000,0
2013-10-29,165.79,166.27,164.55,165.61,628200,0
