Date,Open,High,Low,Close,Volume,Dividend
2011-10-25,63.11,63.44,60.3,60.42,3963500,0
2011-10-26,62.91,63.35,60.1,62.18,5034000,0
2011-10-27,65.0,71.44,64.38,69.49,10192400,0
2011-10-28,69.71,73.72,67.29,72.81,6631600,0
2011-10-31,70.46,71.31,68.19,68.22,6383200,0
2011-11-01,64.16,68.56,63.14,67.35,7073800,0
2011-11-02,69.71,70.26,68.0,69.94,4536600,0
2011-11-03,70.97,71.46,68.68,70.92,4810900,0
2011-11-04,70.17,72.5,70.0,71.45,3643800,0
2011-11-07,71.33,72.87,69.5,70.45,3523700,0
2011-11-08,71.04,71.6,69.19,70.49,3562700,0
2011-11-09,67.8,69.37,66.0,66.2,4554200,0
2011-11-10,68.15,68.26,65.34,66.85,3795300,0
2011-11-11,67.8,70.59,67.79,69.71,3219700,0
2011-11-14,70.16,70.5,68.8,70.09,2542700,0
2011-11-15,69.8,74.38,69.2,73.45,6663300,0
2011-11-16,72.55,73.41,70.39,70.53,4047200,0
2011-11-17,70.01,72.09,66.55,67.29,5825100,0
2011-11-18,68.04,69.12,66.71,67.46,2858100,0
2011-11-21,65.51,66.25,64.01,65.66,3256900,0
2011-11-22,65.31,66.15,63.28,63.9,3029300,0
2011-11-23,62.62,62.92,59.86,59.96,3580300,0
2011-11-25,59.69,61.29,59.55,59.72,1566800,0
2011-11-28,62.88,64.2,62.07,62.94,2803100,0
2011-11-29,63.45,64.35,61.9,63.11,2179000,0
2011-11-30,67.28,67.84,66.67,67.81,4375800,0
2011-12-01,67.36,69.94,67.3,69.08,3071000,0
2011-12-02,70.48,71.06,68.09,68.34,3377800,0
2011-12-05,71.04,71.83,70.29,71.28,4892400,0
2011-12-06,70.53,73.37,69.7,72.23,4400300,0
2011-12-07,71.25,71.92,70.67,71.4,3110700,0
2011-12-08,70.93,70.94,67.36,67.71,3632200,0
2011-12-09,67.89,69.95,67.67,69.35,3116300,0
2011-12-12,67.69,67.69,65.87,67.12,2401500,0
2011-12-13,67.68,68.5,63.52,64.24,3096400,0
2011-12-14,63.08,64.51,61.94,62.58,3172800,0
2011-12-15,63.96,64.19,62.09,63.14,2669700,0
2011-12-16,63.87,65.38,63.4,63.95,2980800,0
2011-12-19,64.37,64.39,59.33,59.71,4279600,0
2011-12-20,61.38,64.0,61.23,63.8,3299500,0
2011-12-21,63.86,64.7,62.38,63.76,2390100,0
2011-12-22,64.0,66.04,63.88,65.57,2462800,0
2011-12-23,65.82,65.96,64.46,65.31,1521800,0
2011-12-27,65.4,66.21,64.82,64.95,1285700,0
2011-12-28,64.82,65.09,61.78,61.95,2382300,0
2011-12-29,62.1,62.71,61.35,62.39,2666600,0
2011-12-30,62.27,63.23,62.08,62.35,1908100,0
2012-01-03,64.51,66.56,64.39,65.85,2953900,0
2012-01-04,65.39,67.91,65.05,66.8,4058700,0
2012-01-05,66.15,66.8,64.82,66.39,3487200,0
2012-01-06,67.61,67.78,65.76,66.59,3653000,0
2012-01-09,67.05,67.26,65.6,66.17,2600600,0
2012-01-10,68.17,69.34,67.95,68.82,3550000,0
2012-01-11,68.36,70.59,67.84,70.23,3797700,0
2012-01-12,70.68,71.59,69.64,71.39,3703600,0
2012-01-13,70.0,70.84,69.26,70.25,2652300,0
2012-01-17,71.73,71.99,70.11,70.51,2295600,0
2012-01-18,70.47,71.93,70.0,71.54,2444600,0
2012-01-19,71.89,73.0,71.15,72.03,2968900,0
2012-01-20,71.79,72.84,71.2,71.5,2223800,0
2012-01-23,71.94,73.29,71.56,72.75,2577800,0
2012-01-24,71.79,74.0,71.25,73.9,2553700,0
2012-01-25,73.37,76.99,72.8,76.55,3542100,0
2012-01-26,77.85,78.85,74.8,75.18,2984500,0
2012-01-27,70.93,73.8,70.25,73.06,6523500,0
2012-01-30,72.13,73.09,71.67,72.1,2614400,0
2012-01-31,72.92,73.3,70.5,72.25,3290900,0
2012-02-01,73.31,73.9,72.68,73.1,1845400,0
2012-02-02,73.48,74.46,72.82,73.29,1978800,0
2012-02-03,75.01,75.92,74.3,75.12,2494200,0
2012-02-06,74.59,75.41,74.22,74.99,1845600,0
2012-02-07,76.77,77.0,74.95,75.51,4368000,0
2012-02-08,76.72,77.67,75.76,76.63,2644000,0
2012-02-09,77.05,77.32,75.5,76.23,2060700,0
2012-02-10,74.88,75.16,72.96,73.55,2981300,0
2012-02-13,74.29,74.43,71.78,71.89,3362400,0
2012-02-14,71.18,71.28,68.71,69.91,4634400,0
2012-02-15,70.49,70.49,68.15,68.68,4238400,0
2012-02-16,65.99,69.12,64.9,68.67,5326900,0
2012-02-17,68.93,68.93,66.0,66.72,3976800,0
2012-02-21,67.4,68.15,66.16,66.27,3620000,0
2012-02-22,66.31,66.63,65.54,65.78,2811700,0
2012-02-23,65.57,66.44,65.15,66.11,2461800,0
2012-02-24,66.44,68.86,66.05,67.86,4040100,0
2012-02-27,67.25,67.67,66.22,66.61,3074800,0
2012-02-28,66.9,66.98,65.35,65.47,3466200,0
2012-02-29,65.82,65.94,62.91,63.48,5236400,0
2012-03-01,64.18,65.41,63.7,64.87,3245700,0
2012-03-02,64.58,64.87,63.65,64.02,2758400,0
2012-03-05,63.57,63.66,61.25,61.92,4230600,0
2012-03-06,60.0,60.93,59.4,60.35,4134100,0
2012-03-07,60.74,60.83,59.43,60.19,2879900,0
2012-03-08,61.17,61.9,60.32,61.61,2730900,0
2012-03-09,62.14,65.11,61.9,63.99,4658700,0
2012-03-12,63.92,64.89,63.27,63.62,3052300,0
2012-03-13,64.32,65.0,63.73,64.91,2788200,0
2012-03-14,68.28,71.34,68.12,69.5,11143200,0
2012-03-15,69.67,72.3,69.34,72.0,5986500,0
2012-03-16,72.13,72.64,70.23,72.03,4739300,0
2012-03-19,71.71,73.63,71.46,73.17,3928700,0
2012-03-20,70.4,71.56,69.6,71.41,5729700,0
2012-03-21,71.65,71.92,70.53,71.1,3457800,0
2012-03-22,69.78,70.0,67.71,69.05,6238600,0
2012-03-23,68.76,71.07,68.46,70.78,4150600,0
2012-03-26,71.58,71.59,69.52,70.8,2924500,0
2012-03-27,71.1,71.94,70.06,70.14,2738300,0
2012-03-28,70.0,70.0,67.03,68.61,3684400,0
2012-03-29,68.01,70.8,67.25,70.7,3770700,0
2012-03-30,71.44,71.48,68.86,69.26,3548600,0
2012-04-02,69.26,71.6,68.8,70.88,2959500,0
2012-04-03,70.81,71.14,69.2,70.11,2514200,0
2012-04-04,68.85,69.45,67.71,68.28,2852600,0
2012-04-05,67.94,69.5,66.65,67.05,2889400,0
2012-04-09,65.54,67.09,65.54,66.29,3099100,0
2012-04-10,66.15,67.09,64.8,65.77,3870200,0
2012-04-11,67.16,68.46,66.53,66.74,3479000,0
2012-04-12,67.66,71.21,67.39,71.16,6677400,0
2012-04-13,70.18,70.55,68.8,69.31,5039800,0
2012-04-16,70.15,70.8,68.59,69.25,7426600,0
2012-04-17,69.87,71.37,69.56,70.37,2491300,0
2012-04-18,70.15,71.6,69.8,70.1,2572200,0
2012-04-19,70.15,70.15,67.56,68.35,6236600,0
2012-04-20,68.79,69.5,67.25,67.3,2906800,0
2012-04-23,65.7,66.39,64.74,65.99,3633800,0
2012-04-24,65.64,67.4,65.15,66.42,2354400,0
2012-04-25,67.24,67.38,65.61,67.11,2637200,0
2012-04-26,65.22,65.34,63.3,63.54,6147500,0
2012-04-27,63.89,64.07,61.96,62.15,5663300,0
2012-04-30,61.98,62.88,61.3,62.26,3746300,0
2012-05-01,62.74,63.0,61.78,61.88,4029600,0
2012-05-02,61.17,61.76,60.76,61.21,3186600,0
2012-05-03,61.52,62.24,60.17,60.3,3264900,0
2012-05-04,59.98,60.14,58.07,58.27,4655600,0
2012-05-07,57.84,59.34,57.13,58.46,2808900,0
2012-05-08,57.68,57.85,55.5,56.76,5840800,0
2012-05-09,55.5,57.96,55.1,56.8,4302000,0
2012-05-10,57.78,58.36,55.83,56.46,2770200,0
2012-05-11,55.89,56.86,55.37,55.43,2423600,0
2012-05-14,54.56,55.52,54.35,54.48,2606500,0
2012-05-15,54.35,54.82,52.0,52.16,3821700,0
2012-05-16,52.42,53.97,51.31,51.37,4116600,0
2012-05-17,51.42,52.09,49.71,49.83,4091800,0
2012-05-18,50.2,50.59,48.47,48.69,4345800,0
2012-05-21,48.96,51.67,48.96,51.45,3769500,0
2012-05-22,51.77,52.3,49.87,50.38,4221200,0
2012-05-23,49.75,52.14,49.12,52.01,4153200,0
2012-05-24,52.21,52.34,48.92,49.75,4261200,0
2012-05-25,49.67,50.64,49.15,50.28,2989400,0
2012-05-29,51.43,52.66,51.19,52.4,4075600,0
2012-05-30,51.15,51.52,50.6,50.88,3244300,0
2012-05-31,50.08,50.1,47.06,47.78,6861000,0
2012-06-01,46.35,47.54,46.01,46.08,5218600,0
2012-06-04,46.34,46.34,44.4,45.74,4355200,0
2012-06-05,45.69,47.26,45.18,47.12,3425000,0
2012-06-06,47.98,49.25,47.75,48.59,4011400,0
2012-06-07,50.04,50.83,48.68,48.77,3632700,0
2012-06-08,48.26,48.87,47.57,48.77,2499700,0
2012-06-11,49.69,49.7,46.36,46.45,3155300,0
2012-06-12,46.83,48.25,46.49,48.23,3561600,0
2012-06-13,47.78,48.61,46.82,47.02,2808500,0
2012-06-14,47.22,47.95,46.47,47.62,2401800,0
2012-06-15,47.71,49.0,47.19,48.98,2625200,0
2012-06-18,48.46,49.3,48.0,48.81,2305500,0
2012-06-19,49.15,51.07,48.9,50.76,3014100,0
2012-06-20,51.64,53.13,51.11,51.73,4991100,0
2012-06-21,51.71,51.92,48.25,48.33,3953900,0
2012-06-22,49.03,49.26,47.6,47.63,6947600,0
2012-06-25,46.81,46.97,45.12,45.58,3842500,0
2012-06-26,46.09,47.09,45.35,46.78,3391600,0
2012-06-27,46.95,47.55,46.02,47.35,2544200,0
2012-06-28,46.69,47.21,45.51,47.15,4038200,0
2012-06-29,48.98,49.33,47.77,49.29,4126400,0
2012-07-02,49.23,49.81,47.76,48.99,2488200,0
2012-07-03,49.33,50.89,49.12,50.43,1677400,0
2012-07-05,50.08,50.3,49.0,49.65,2157500,0
2012-07-06,48.82,48.85,47.28,48.01,3085000,0
2012-07-09,47.94,47.99,46.75,47.11,2590800,0
2012-07-10,47.56,48.17,45.69,46.03,3504800,0
2012-07-11,46.23,46.86,45.73,46.06,3348100,0
2012-07-12,45.57,45.7,44.57,45.28,3658500,0
2012-07-13,45.49,46.83,45.49,46.6,2645100,0
2012-07-16,46.31,46.39,45.45,45.85,2094900,0
2012-07-17,46.21,46.26,44.42,45.43,3299300,0
2012-07-18,45.04,46.46,44.8,45.86,2484100,0
2012-07-19,46.15,47.8,45.96,47.16,3108700,0
2012-07-20,46.72,47.08,45.72,45.99,3431500,0
2012-07-23,44.94,44.94,43.9,44.32,3777600,0
2012-07-24,44.42,44.95,42.18,42.67,5241100,0
2012-07-25,43.04,43.7,40.66,41.15,7291700,0
2012-07-26,41.39,41.39,36.06,38.57,15620400,0
2012-07-27,38.92,39.7,38.16,39.39,6624800,0
2012-07-30,39.4,39.86,38.3,39.72,4878100,0
2012-07-31,39.89,41.68,39.6,40.89,6415800,0
2012-08-01,41.21,42.24,40.15,41.73,5686000,0
2012-08-02,41.26,41.54,39.01,40.53,7895900,0
2012-08-03,41.86,43.25,41.53,42.11,9650500,0
2012-08-06,42.36,43.73,42.16,43.26,3450600,0
2012-08-07,43.65,44.71,43.6,43.98,4403200,0
2012-08-08,43.76,44.56,43.2,44.29,4370300,0
2012-08-09,44.05,45.25,44.0,44.97,2626900,0
2012-08-10,44.51,44.94,43.93,44.91,2845100,0
2012-08-13,44.09,44.55,42.65,43.3,3185100,0
2012-08-14,43.82,44.0,41.5,42.06,4989800,0
2012-08-15,41.99,42.01,41.08,41.61,3582900,0
2012-08-16,41.87,42.8,41.58,42.42,2776000,0
2012-08-17,42.47,43.24,41.98,42.23,3519100,0
2012-08-20,41.98,42.16,40.81,41.64,4621100,0
2012-08-21,42.06,42.56,40.37,40.64,5792200,0
2012-08-22,40.59,41.45,40.07,41.41,4819800,0
2012-08-23,41.15,41.16,39.27,39.32,6445900,0
2012-08-24,39.07,39.12,37.93,38.89,6549700,0
2012-08-27,39.01,39.09,37.61,37.72,4899200,0
2012-08-28,37.48,37.81,37.06,37.36,4921800,0
2012-08-29,36.96,37.17,35.89,36.84,6721500,0
2012-08-30,36.39,36.45,35.51,35.75,5665600,0
2012-08-31,36.51,36.65,35.61,35.84,5947400,0
2012-09-04,35.76,35.82,33.37,33.68,9348700,0
2012-09-05,32.73,35.08,32.25,34.72,9665600,0
2012-09-06,34.32,35.8,33.73,34.86,10156800,0
2012-09-07,36.16,40.22,36.16,39.91,15959000,0
2012-09-10,39.53,42.15,39.06,39.18,16903400,0
2012-09-11,40.1,42.68,40.06,41.68,11962300,0
2012-09-12,41.95,42.4,39.92,40.62,9744700,0
2012-09-13,41.42,43.94,40.23,43.18,14222400,0
2012-09-14,45.08,46.83,45.08,45.55,16569600,0
2012-09-17,43.97,44.0,42.01,42.36,13472500,0
2012-09-18,42.0,43.49,41.6,43.28,10650700,0
2012-09-19,43.46,43.77,42.44,42.89,7779400,0
2012-09-20,41.77,42.59,40.27,42.49,11146300,0
2012-09-21,43.44,43.44,40.68,40.93,11189300,0
2012-09-24,40.08,40.92,39.26,40.77,8136300,0
2012-09-25,41.05,41.45,38.56,38.96,7980700,0
2012-09-26,38.73,39.97,37.56,39.09,7937100,0
2012-09-27,40.05,40.23,38.67,39.83,6241700,0
2012-09-28,39.28,39.69,38.54,39.13,6032700,0
2012-10-01,39.95,40.35,38.7,38.88,4974100,0
2012-10-02,39.24,39.54,38.11,38.55,4208500,0
2012-10-03,38.67,38.73,37.75,37.89,6451600,0
2012-10-04,38.41,38.79,37.84,37.85,9668400,0
2012-10-05,38.45,38.78,37.84,38.36,5297000,0
2012-10-08,38.26,41.08,38.2,40.58,8640000,0
2012-10-09,41.38,43.25,41.23,41.65,12839000,0
2012-10-10,41.93,42.14,40.0,40.53,7083600,0
2012-10-11,41.2,41.98,40.73,40.98,7268200,0
2012-10-12,40.52,41.35,39.98,40.5,6084800,0
2012-10-15,40.66,41.53,40.31,41.14,5129100,0
2012-10-16,41.5,44.23,41.5,44.07,12137500,0
2012-10-17,44.21,45.68,43.66,45.62,10755400,0
2012-10-18,45.11,46.5,45.04,45.79,7864200,0
2012-10-19,45.47,45.95,44.13,44.45,6120500,0
2012-10-22,43.7,45.82,43.56,44.99,5941400,0
2012-10-23,43.75,44.1,42.9,43.55,5911100,0
2012-10-24,44.0,44.67,42.67,42.69,7635000,0
2012-10-25,40.6,40.96,38.17,38.2,14492600,0
2012-10-26,38.5,38.52,36.02,36.49,12610200,0
2012-10-31,36.9,37.61,36.2,36.27,7091800,0
2012-11-01,36.61,37.88,36.53,37.72,6543000,0
2012-11-02,38.14,38.36,36.12,36.27,10140700,0
2012-11-05,36.16,37.54,36.16,37.13,5229600,0
2012-11-06,37.4,38.3,36.93,38.06,6621400,0
2012-11-07,36.53,37.12,36.36,36.39,8762100,0
2012-11-08,36.51,36.79,34.95,35.26,7022800,0
2012-11-09,35.06,37.92,34.79,36.44,11548600,0
2012-11-12,36.82,36.92,35.92,36.3,4055600,0
2012-11-13,35.84,36.44,35.62,35.9,5274600,0
2012-11-14,36.61,36.61,35.2,35.26,6217000,0
2012-11-15,35.26,36.59,34.81,35.25,6277000,0
2012-11-16,35.39,35.59,34.06,35.33,5379800,0
2012-11-19,36.6,36.92,34.15,35.29,10304500,0
2012-11-20,33.15,33.3,30.12,30.48,21848700,0
2012-11-21,30.16,31.4,29.8,30.95,8076100,0
2012-11-23,31.4,31.6,30.99,31.23,3587100,0
2012-11-26,31.32,31.43,30.44,30.7,5885900,0
2012-11-27,30.51,30.88,29.96,30.01,5498400,0
2012-11-28,29.62,29.78,28.33,29.61,9823700,0
2012-11-29,30.0,30.36,28.74,28.89,7690200,0
2012-11-30,28.9,29.38,28.5,28.75,8659900,0
2012-12-03,29.12,29.5,28.25,28.4,8076900,0
2012-12-04,28.1,29.88,28.05,29.4,10665700,0
2012-12-05,29.6,30.29,29.01,29.53,8744500,0
2012-12-06,29.87,30.65,28.64,29.19,8233400,0
2012-12-07,29.71,29.95,29.16,29.51,6176100,0
2012-12-10,29.55,31.22,29.51,30.86,8728100,0
2012-12-11,31.15,32.05,30.7,31.96,8526400,0
2012-12-12,32.25,33.08,31.94,32.12,8356500,0
2012-12-13,32.1,33.08,31.99,32.29,6590200,0
2012-12-14,32.68,34.47,32.58,33.96,12097600,0
2012-12-17,34.33,34.7,33.37,33.92,7969700,0
2012-12-18,34.05,35.37,33.99,35.32,11924000,0
2012-12-19,35.3,36.63,35.3,35.85,10657800,0
2012-12-20,35.96,36.42,35.17,35.78,6220100,0
2012-12-21,34.75,35.79,34.28,35.4,20435400,0
2012-12-24,35.32,35.74,34.82,35.36,2190300,0
2012-12-26,35.7,36.54,35.7,36.05,4926300,0
2012-12-27,36.63,37.13,35.44,36.04,6579400,0
2012-12-28,35.76,35.97,35.35,35.58,4332000,0
2012-12-31,35.61,38.72,35.61,38.57,9876200,0
2013-01-02,40.13,40.4,38.6,38.81,9626000,0
2013-01-03,39.05,39.2,38.04,38.17,5834300,0
2013-01-04,38.21,38.58,37.07,37.49,9069800,0
2013-01-07,37.35,38.65,37.11,37.86,8226000,0
2013-01-08,38.41,38.41,37.37,38.02,6028300,0
2013-01-09,38.13,38.43,37.25,37.35,6052500,0
2013-01-10,38.08,38.21,37.56,37.74,6285900,0
2013-01-11,37.39,37.4,35.65,36.21,9922300,0
2013-01-14,36.49,36.89,35.84,36.14,5146200,0
2013-01-15,35.64,37.23,35.53,36.8,7060600,0
2013-01-16,36.29,36.43,35.54,35.88,7329500,0
2013-01-17,36.15,36.83,35.68,36.69,5992000,0
2013-01-18,37.15,37.39,36.56,37.25,5117400,0
2013-01-22,37.33,38.55,36.85,38.41,6405400,0
2013-01-23,38.35,38.53,37.06,37.18,6698100,0
2013-01-24,36.88,37.43,35.93,36.0,7369800,0
2013-01-25,36.29,36.45,34.8,35.71,7014600,0
2013-01-28,35.75,35.89,34.9,35.29,3844700,0
2013-01-29,35.59,36.72,35.31,36.03,6991800,0
2013-01-30,35.89,36.88,35.86,36.42,6164600,0
2013-01-31,36.4,37.45,36.35,37.31,6276400,0
2013-02-01,37.84,37.99,37.17,37.66,5071200,0
2013-02-04,37.16,38.28,37.14,37.98,6159700,0
2013-02-05,38.29,38.52,37.2,37.25,4791300,0
2013-02-06,37.01,37.63,37.0,37.32,4685800,0
2013-02-07,37.32,37.42,35.95,36.24,5316500,0
2013-02-08,36.33,36.84,36.24,36.49,3957700,0
2013-02-11,36.25,36.8,36.08,36.44,4549300,0
2013-02-12,36.32,36.9,35.9,36.61,8281100,0
2013-02-13,31.04,31.2,29.02,29.29,35475000,0
2013-02-14,29.26,30.45,29.26,29.48,14111600,0
2013-02-15,29.78,29.9,28.71,28.85,23375300,0
2013-02-19,29.41,29.57,28.62,28.84,16405700,0
2013-02-20,28.82,28.9,27.02,27.29,14196600,0
2013-02-21,27.25,27.71,26.44,26.84,8533400,0
2013-02-22,27.35,27.35,26.35,26.47,6727400,0
2013-02-25,26.58,27.06,26.0,26.01,6634900,0
2013-02-26,26.17,26.25,25.2,25.81,10323100,0
2013-02-27,25.76,26.31,25.65,25.91,7834300,0
2013-02-28,25.96,25.99,25.42,25.46,9660200,0
2013-03-01,25.27,26.08,25.1,25.25,7189700,0
2013-03-04,25.01,25.05,23.58,23.78,13158400,0
2013-03-05,23.84,24.62,23.56,23.7,12071500,0
2013-03-06,23.85,24.83,23.76,24.55,9155900,0
2013-03-07,24.65,25.38,24.56,24.86,8238000,0
2013-03-08,25.02,25.12,24.48,24.73,5435000,0
2013-03-11,24.67,24.67,23.77,23.83,8340400,0
2013-03-12,24.04,24.58,23.61,23.89,6806700,0
2013-03-13,23.8,23.81,22.7,22.73,11713000,0
2013-03-14,22.77,22.79,21.35,21.7,19701100,0
2013-03-15,21.86,22.19,21.62,22.09,12311300,0
2013-03-18,21.7,22.13,21.46,21.77,7787000,0
2013-03-19,21.47,21.54,20.06,20.33,21789100,0
2013-03-20,20.42,20.85,20.16,20.71,11118800,0
2013-03-21,20.42,21.7,20.26,20.91,13478600,0
2013-03-22,20.94,21.25,20.5,20.76,7035200,0
2013-03-25,20.74,21.82,20.45,21.66,12723500,0
2013-03-26,21.91,22.12,21.07,21.43,11269100,0
2013-03-27,18.55,19.14,17.95,18.46,51158100,0
2013-03-28,18.52,19.09,18.26,19.01,16918400,0
2013-04-01,19.51,19.75,18.79,18.95,13858900,0
2013-04-02,19.06,19.06,18.11,18.18,13762700,0
2013-04-03,18.08,18.94,18.05,18.73,14624600,0
2013-04-04,18.8,19.07,18.37,18.75,9160700,0
2013-04-05,18.6,19.06,18.33,18.45,11447200,0
2013-04-08,18.99,18.99,18.43,18.79,9601000,0
2013-04-09,19.03,20.55,18.98,20.45,19102500,0
2013-04-10,20.71,21.12,20.06,20.35,15311600,0
2013-04-11,20.41,20.46,19.42,19.92,17358900,0
2013-04-12,20.11,20.2,18.92,19.2,11408400,0
2013-04-15,18.69,18.78,17.53,17.61,17013400,0
2013-04-16,17.73,18.07,17.34,17.5,12520900,0
2013-04-17,17.21,17.54,17.04,17.5,12580100,0
2013-04-18,17.56,18.15,16.96,17.53,13116000,0
2013-04-19,17.8,17.98,17.07,17.63,8848000,0
2013-04-22,17.55,17.71,16.74,17.65,9518200,0
2013-04-23,17.6,18.29,17.09,17.32,15811900,0
2013-04-24,17.54,18.26,17.51,18.22,13613100,0
2013-04-25,19.71,22.0,19.52,20.95,32719800,0
2013-04-26,20.9,21.19,19.77,20.17,13615000,0
2013-04-29,20.36,21.06,19.97,20.87,8185900,0
2013-04-30,20.73,21.98,20.3,21.34,13553800,0
2013-05-01,21.08,21.14,20.2,20.33,10405900,0
2013-05-02,20.42,20.45,19.02,19.17,14145000,0
2013-05-03,19.42,20.08,19.42,19.91,11165900,0
2013-05-06,20.8,21.26,20.36,21.01,15416800,0
2013-05-07,21.08,21.78,21.02,21.33,9862500,0
2013-05-08,21.49,23.22,21.23,23.15,20084100,0
2013-05-09,22.96,23.5,22.42,22.66,12602500,0
2013-05-10,22.69,23.58,22.45,23.53,9425800,0
2013-05-13,23.43,23.75,22.77,22.9,7109200,0
2013-05-14,22.96,22.99,22.0,22.29,10670700,0
2013-05-15,21.99,21.99,20.92,21.0,11118000,0
2013-05-16,20.89,21.32,19.91,20.42,12588300,0
2013-05-17,20.75,21.19,20.44,20.69,8757800,0
2013-05-20,20.52,21.46,20.2,21.17,8726100,0
2013-05-21,21.36,21.76,21.15,21.25,7488800,0
2013-05-22,21.34,21.96,20.73,21.4,15553200,0
2013-05-23,20.49,20.99,20.26,20.62,10954300,0
2013-05-24,20.41,21.16,20.34,20.37,6850800,0
2013-05-28,20.6,20.65,20.08,20.08,9076800,0
2013-05-29,19.7,19.77,18.5,18.92,16918100,0
2013-05-30,18.9,19.2,18.55,18.73,10249000,0
2013-05-31,18.6,18.84,18.04,18.04,16491800,0
2013-06-03,18.14,18.65,17.88,18.09,10492400,0
2013-06-04,18.39,19.31,18.38,19.19,14892400,0
2013-06-05,18.88,19.16,18.21,18.23,9329100,0
2013-06-06,18.16,18.67,18.13,18.55,6932700,0
2013-06-07,18.47,18.5,17.91,17.94,9771700,0
2013-06-10,17.83,18.17,17.54,17.83,7492600,0
2013-06-11,17.5,17.8,17.3,17.5,6695200,0
2013-06-12,17.64,18.15,17.2,17.37,8689600,0
2013-06-13,17.52,18.79,17.5,18.7,12252500,0
2013-06-14,19.1,19.5,17.44,17.74,18083800,0
2013-06-17,17.94,18.16,17.43,17.69,9073900,0
2013-06-18,17.67,18.74,17.53,18.59,12974900,0
2013-06-19,18.09,19.0,18.06,18.45,13311500,0
2013-06-20,17.73,18.05,17.4,17.55,12393600,0
2013-06-21,17.72,17.9,16.88,17.19,12336100,0
2013-06-24,16.8,16.83,15.5,15.88,14909000,0
2013-06-25,16.16,16.3,15.85,16.2,7068800,0
2013-06-26,16.34,16.37,15.5,15.7,9317600,0
2013-06-27,15.89,16.38,15.74,16.25,7412000,0
2013-06-28,16.22,16.57,16.05,16.25,5863100,0
2013-07-01,16.46,16.83,16.09,16.42,6076100,0
2013-07-02,16.38,16.88,16.17,16.6,6533400,0
2013-07-03,16.49,16.53,15.84,16.08,5741900,0
2013-07-05,16.26,16.27,15.41,15.68,8102500,0
2013-07-08,15.71,16.3,15.62,15.96,6491100,0
2013-07-09,16.31,16.87,16.15,16.39,6766700,0
2013-07-10,17.19,17.45,16.26,16.68,12104300,0
2013-07-11,17.08,17.6,16.86,17.47,8280900,0
2013-07-12,17.28,17.66,16.8,16.86,7874000,0
2013-07-15,17.05,17.46,16.91,17.27,4107000,0
2013-07-16,17.39,17.53,17.08,17.52,4229600,0
2013-07-17,17.68,18.05,17.51,17.63,6403400,0
2013-07-18,17.68,18.09,17.66,17.78,5274800,0
2013-07-19,17.86,17.94,17.38,17.77,5496800,0
2013-07-22,18.09,18.31,17.98,18.18,4733800,0
2013-07-23,18.51,19.15,18.5,18.93,10766300,0
2013-07-24,19.04,19.08,18.09,18.3,8588400,0
2013-07-25,18.32,18.64,17.98,18.38,7946700,0
2013-07-26,19.0,20.05,18.38,19.71,20718600,0
2013-07-29,19.61,20.3,19.27,20.02,12154500,0
2013-07-30,20.0,20.05,19.3,19.65,7708600,0
2013-07-31,19.56,19.78,19.27,19.51,5778700,0
2013-08-01,19.76,19.85,19.4,19.74,5801100,0
2013-08-02,19.7,20.66,19.4,20.58,9983400,0
2013-08-05,20.75,21.77,20.7,21.0,8952000,0
2013-08-06,20.85,21.3,20.32,20.55,6516600,0
2013-08-07,20.38,20.64,19.91,20.21,5611500,0
2013-08-08,20.79,22.17,20.79,22.01,10666700,0
2013-08-09,22.45,24.75,22.34,24.35,19097200,0
2013-08-12,24.9,25.95,24.33,24.47,16929900,0
2013-08-13,25.09,25.09,23.78,23.92,9210700,0
2013-08-14,23.71,24.97,23.38,24.54,9699700,0
2013-08-15,23.84,24.03,23.05,23.75,11021500,0
2013-08-16,23.62,23.64,22.54,22.83,9471300,0
2013-08-19,22.41,22.59,21.56,21.74,10483600,0
2013-08-20,21.29,22.1,21.0,21.68,6843600,0
2013-08-21,21.4,21.62,21.06,21.21,6179100,0
2013-08-22,21.67,23.1,21.63,22.44,8032700,0
2013-08-23,22.65,22.89,22.23,22.37,5601700,0
2013-08-26,22.45,23.39,22.39,22.47,6034500,0
2013-08-27,21.91,22.2,21.28,21.38,5883900,0
2013-08-28,21.35,22.33,21.2,21.64,6087500,0
2013-08-29,21.45,21.67,20.82,20.97,7689200,0
2013-08-30,21.24,21.4,20.76,20.87,5560500,0
2013-09-03,21.71,21.9,20.97,21.32,7188300,0
2013-09-04,21.29,21.78,21.2,21.54,5360800,0
2013-09-05,21.35,22.23,21.33,21.93,5713200,0
2013-09-06,22.02,22.36,21.77,21.85,5639800,0
2013-09-09,22.12,23.29,22.12,23.18,7857300,0
2013-09-10,23.6,23.89,23.26,23.79,9577700,0
2013-09-11,23.65,24.1,23.17,23.64,7900400,0
2013-09-12,23.2,23.21,22.23,22.42,7083900,0
2013-09-13,22.27,22.32,21.7,22.07,5689900,0
2013-09-16,22.58,22.63,22.0,22.03,3879900,0
2013-09-17,22.03,22.83,22.03,22.44,6475600,0
2013-09-18,22.53,23.75,22.51,23.49,11378000,0
2013-09-19,23.76,24.05,22.52,22.73,11575800,0
2013-09-20,22.66,22.83,21.88,21.98,8180800,0
2013-09-23,22.12,22.53,21.81,21.89,5810400,0
2013-09-24,21.87,22.3,21.53,21.85,5014100,0
